Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Flag
24,No,Travel_Rarely,Research & Development,11.0,1,Life Sciences,3,Male,2,4,Healthcare Representative,2,Single,10890,5,No,17,3,1,3,3,2,3,3,1,3,0
28,No,Travel_Frequently,Research & Development,4.0,1,Technical Degree,1,Male,3,3,Human Resources,2,Divorced,6921,3,No,12,3,2,9,5,2,2,2,1,2,0
24,Yes,Travel_Frequently,Sales,10.0,3,Technical Degree,2,Male,4,3,Human Resources,3,Single,6539,1,Yes,17,3,2,3,2,1,3,3,3,3,1
28,No,Travel_Frequently,Research & Development,29.0,1,Other,3,Male,1,5,Healthcare Representative,3,Married,18933,6,No,24,3,1,6,5,4,1,1,1,1,0
46,No,Travel_Rarely,Research & Development,11.0,4,Medical,1,Male,2,1,Healthcare Representative,3,Single,4850,0,No,25,4,3,26,4,1,13,8,6,2,0
28,No,Travel_Rarely,Sales,12.0,5,Medical,2,Male,3,3,Manager,3,Married,5339,6,Yes,18,3,4,9,0,2,9,7,3,5,0
60,No,Travel_Rarely,Sales,25.0,3,Marketing,4,Male,4,4,Research Director,4,Divorced,13575,9,No,20,4,1,40,1,1,19,9,3,9,0
41,No,Travel_Frequently,Sales,1.0,1,Life Sciences,1,Female,3,3,Manager,4,Married,8476,9,No,18,3,4,17,5,4,9,7,7,8,0
38,No,Travel_Rarely,Sales,10.0,2,Medical,3,Male,1,2,Manager,2,Single,8314,6,No,15,3,3,20,5,1,18,2,7,3,0
29,No,Travel_Rarely,Sales,17.0,3,Life Sciences,2,Female,4,2,Human Resources,4,Married,6294,9,Yes,17,3,3,7,2,3,7,0,3,1,0
43,No,Travel_Rarely,Sales,27.0,4,Medical,4,Female,4,4,Laboratory Technician,3,Single,11893,2,No,21,3,3,25,6,2,10,2,7,2,0
31,No,Travel_Rarely,Research & Development,2.0,2,Life Sciences,4,Male,3,3,Manufacturing Director,2,Single,10622,3,No,18,3,2,9,5,2,1,1,1,1,0
38,Yes,Travel_Rarely,Research & Development,6.0,4,Life Sciences,1,Female,2,4,Sales Executive,4,Single,12242,3,No,14,3,4,16,5,2,10,5,6,1,1
60,No,Travel_Rarely,Research & Development,10.0,2,Life Sciences,4,Male,3,3,Human Resources,3,Married,11295,3,No,12,3,4,35,6,1,8,2,3,8,0
36,Yes,Travel_Rarely,Research & Development,2.0,5,Medical,3,Female,1,3,Research Scientist,4,Married,6653,8,No,17,3,1,13,2,1,2,1,2,2,1
47,No,Travel_Frequently,Sales,8.0,4,Medical,4,Male,3,4,Sales Executive,4,Married,10042,5,No,23,3,4,24,3,1,19,8,7,2,0
30,No,Travel_Rarely,Research & Development,2.0,2,Life Sciences,1,Female,3,3,Research Director,4,Single,5869,9,No,11,4,2,7,5,2,4,4,4,4,0
36,No,Travel_Rarely,Research & Development,3.0,4,Medical,4,Female,4,2,Manufacturing Director,4,Married,2000,8,No,22,3,1,15,6,1,9,4,5,5,0
53,No,Travel_Rarely,Research & Development,5.0,3,Life Sciences,1,Male,2,3,Sales Executive,4,Single,11854,3,Yes,12,3,3,29,6,2,2,2,2,2,0
31,Yes,Travel_Frequently,Sales,6.0,4,Medical,4,Male,2,4,Manufacturing Director,2,Divorced,12297,6,Yes,20,3,4,13,4,1,2,2,1,2,1
53,Yes,Travel_Rarely,Research & Development,5.0,4,Medical,2,Female,2,2,Sales Representative,3,Divorced,6030,9,Yes,17,3,2,33,1,2,7,6,1,7,1
43,Yes,Travel_Rarely,Sales,6.0,2,Medical,1,Female,2,2,Sales Representative,1,Married,6723,8,Yes,22,4,2,21,5,3,5,3,5,5,1
31,No,Travel_Rarely,Research & Development,3.0,4,Marketing,3,Male,3,1,Laboratory Technician,3,Married,3447,9,Yes,22,3,4,9,2,1,3,3,3,3,0
42,Yes,Travel_Rarely,Research & Development,1.0,5,Life Sciences,3,Female,4,5,Laboratory Technician,2,Married,18185,2,Yes,20,3,2,18,4,2,0,0,0,0,1
45,No,Travel_Rarely,Research & Development,1.0,1,Marketing,4,Male,4,1,Research Scientist,3,Single,6031,2,Yes,23,4,3,26,1,3,19,1,7,2,0
42,No,Travel_Rarely,Research & Development,1.0,3,Medical,2,Female,2,3,Sales Executive,3,Divorced,8332,5,No,11,3,4,21,3,3,5,5,5,5,0
22,No,Travel_Frequently,Sales,7.0,2,Medical,4,Male,3,2,Research Scientist,1,Married,3604,7,Yes,17,4,4,2,5,4,1,1,1,1,0
30,No,Travel_Rarely,Sales,13.0,4,Medical,4,Female,2,2,Manufacturing Director,3,Married,6053,0,No,15,3,4,7,2,1,2,2,2,2,0
34,Yes,Travel_Rarely,Research & Development,1.0,4,Life Sciences,2,Male,2,3,Sales Representative,3,Divorced,8922,3,Yes,24,3,1,12,3,2,11,2,7,8,1
36,No,Travel_Rarely,Research & Development,1.0,4,Medical,1,Male,4,1,Sales Executive,3,Divorced,3980,7,No,21,4,3,17,5,4,6,6,3,5,0
42,No,Travel_Rarely,Research & Development,12.0,3,Medical,3,Male,4,3,Sales Representative,4,Married,11533,5,No,13,3,2,24,3,1,10,9,5,3,0
38,No,Non-Travel,Sales,3.0,1,Life Sciences,2,Male,2,4,Healthcare Representative,2,Single,11754,1,No,21,3,4,16,2,3,10,8,6,5,0
24,No,Travel_Rarely,Sales,27.0,5,Life Sciences,4,Male,3,4,Research Director,2,Married,10320,7,No,12,3,4,5,4,1,3,3,3,3,0
40,No,Travel_Frequently,Research & Development,11.0,5,Life Sciences,1,Male,2,2,Research Director,1,Married,6761,0,Yes,25,3,2,22,4,2,19,6,7,7,0
42,No,Travel_Frequently,Research & Development,3.0,2,Technical Degree,4,Female,4,4,Healthcare Representative,4,Divorced,11870,0,No,17,3,3,21,3,3,15,0,2,2,0
41,No,Travel_Rarely,Sales,3.0,1,Medical,1,Male,4,3,Research Director,4,Divorced,9034,6,No,19,3,2,18,3,4,4,4,3,4,0
46,No,Non-Travel,Research & Development,6.0,1,Life Sciences,3,Male,3,4,Human Resources,3,Single,11760,9,No,19,4,2,22,5,1,6,6,6,6,0
44,Yes,Travel_Rarely,Research & Development,1.0,3,Life Sciences,3,Male,2,3,Sales Representative,2,Married,8599,2,No,25,3,4,26,6,1,15,1,1,5,1
41,Yes,Travel_Rarely,Research & Development,1.0,4,Medical,1,Male,2,3,Manager,1,Divorced,10789,7,No,24,3,1,19,0,4,14,7,6,9,1
36,Yes,Travel_Rarely,Research & Development,1.0,1,Marketing,3,Male,1,5,Sales Representative,4,Married,16393,8,No,20,3,1,11,1,1,4,1,4,4,1
21,Yes,Travel_Rarely,Sales,13.0,4,Life Sciences,4,Male,2,4,Sales Representative,3,Married,10041,7,No,20,3,1,0,5,1,0,0,0,0,1
40,Yes,Travel_Rarely,Human Resources,6.0,3,Life Sciences,1,Male,3,2,Research Scientist,1,Single,7504,0,No,18,3,1,20,3,1,0,0,0,0,1
38,No,Travel_Rarely,Research & Development,1.0,2,Technical Degree,4,Male,4,2,Manager,4,Married,4838,0,Yes,12,3,1,20,3,3,19,3,1,1,0
39,No,Travel_Rarely,Research & Development,10.0,2,Life Sciences,1,Male,1,2,Manager,1,Single,5188,5,No,11,3,4,19,1,3,8,8,1,7,0
25,No,Travel_Rarely,Research & Development,4.0,4,Life Sciences,4,Male,3,2,Human Resources,4,Single,5591,0,Yes,18,3,1,5,2,2,1,1,0,1,0
27,Yes,Travel_Rarely,Research & Development,6.0,4,Other,3,Male,3,2,Laboratory Technician,1,Married,6346,7,Yes,12,3,2,9,6,1,4,4,2,4,1
46,No,Travel_Rarely,Research & Development,2.0,1,Medical,2,Male,1,2,Sales Representative,4,Married,7724,5,No,14,3,4,22,4,2,4,4,4,4,0
36,Yes,Travel_Rarely,Research & Development,7.0,3,Life Sciences,4,Female,2,4,Laboratory Technician,3,Married,11063,4,No,22,3,2,12,2,3,5,0,3,5,1
43,Yes,Travel_Rarely,Research & Development,29.0,2,Life Sciences,1,Male,1,1,Manufacturing Director,1,Married,4655,5,No,14,3,1,18,6,1,5,5,3,5,1
37,Yes,Travel_Rarely,Research & Development,1.0,1,Life Sciences,3,Female,3,3,Sales Representative,4,Single,7720,3,Yes,12,4,3,16,1,2,2,2,1,1,1
37,No,Travel_Rarely,Research & Development,3.0,5,Life Sciences,1,Male,2,2,Manager,4,Divorced,4813,0,Yes,14,3,1,13,1,1,5,4,5,5,0
45,No,Travel_Rarely,Research & Development,2.0,1,Technical Degree,4,Female,4,2,Manager,4,Married,8103,6,No,17,3,4,27,0,1,7,5,0,5,0
32,Yes,Travel_Rarely,Research & Development,2.0,4,Medical,1,Female,1,1,Healthcare Representative,1,Married,2400,9,No,16,3,2,7,5,4,3,2,3,0,1
37,Yes,Travel_Rarely,Research & Development,4.0,5,Medical,1,Male,3,2,Sales Representative,1,Single,5873,8,No,20,4,3,13,5,2,5,5,5,5,1
32,Yes,Non-Travel,Human Resources,15.0,1,Technical Degree,4,Female,2,4,Human Resources,4,Divorced,12226,3,No,16,3,3,13,5,3,11,1,1,4,1
32,No,Travel_Rarely,Research & Development,21.0,3,Life Sciences,3,Male,3,4,Manager,4,Married,10435,3,No,14,3,3,9,6,2,4,4,1,4,0
34,No,Travel_Rarely,Research & Development,2.0,2,Life Sciences,3,Male,2,2,Sales Representative,1,Married,6779,8,No,12,3,2,14,5,2,2,0,2,0,0
38,Yes,Travel_Rarely,Sales,7.0,5,Medical,4,Female,2,3,Human Resources,3,Single,8872,3,No,15,3,4,15,0,2,0,0,0,0,1
32,No,Travel_Rarely,Human Resources,9.0,3,Technical Degree,3,Female,1,3,Sales Representative,4,Married,5176,9,No,21,4,3,7,4,4,4,4,4,4,0
48,No,Travel_Rarely,Research & Development,6.0,1,Marketing,2,Male,4,4,Manager,3,Married,13412,3,No,23,3,2,26,5,1,5,1,2,4,0
28,No,Travel_Rarely,Sales,5.0,4,Life Sciences,1,Male,2,4,Research Scientist,3,Single,10712,7,No,13,3,2,8,3,3,5,5,5,5,0
35,No,Travel_Rarely,Research & Development,1.0,4,Medical,4,Male,3,3,Laboratory Technician,4,Single,9116,3,No,13,3,1,10,1,4,5,5,5,1,0
32,No,Travel_Rarely,Research & Development,6.0,3,Medical,2,Male,2,3,Human Resources,3,Single,6065,8,No,14,4,2,10,0,3,2,2,2,2,0
50,No,Travel_Frequently,Research & Development,4.0,4,Technical Degree,1,Female,4,4,Sales Representative,1,Single,13052,7,Yes,21,3,4,31,2,4,19,9,3,9,0
38,No,Travel_Rarely,Sales,14.0,2,Life Sciences,4,Male,3,1,Research Scientist,3,Single,4454,4,Yes,21,3,4,19,5,1,14,3,4,3,0
46,No,Travel_Rarely,Sales,12.0,3,Medical,3,Male,2,2,Human Resources,2,Married,6405,8,No,15,3,3,23,0,3,18,7,0,5,0
23,No,Travel_Frequently,Research & Development,1.0,3,Technical Degree,4,Male,2,5,Research Scientist,3,Married,17235,7,Yes,21,3,2,4,2,2,1,1,1,1,0
39,Yes,Travel_Rarely,Research & Development,1.0,4,Medical,4,Male,1,3,Research Scientist,2,Married,6297,9,Yes,12,3,2,14,0,4,7,2,0,7,1
44,No,Travel_Frequently,Research & Development,21.0,3,Medical,1,Male,4,3,Sales Representative,1,Married,10502,3,No,16,3,1,19,2,3,6,3,3,6,0
37,Yes,Travel_Rarely,Research & Development,6.0,1,Life Sciences,1,Female,2,3,Sales Executive,1,Single,9150,3,No,25,3,1,19,0,1,7,0,7,5,1
46,No,Travel_Rarely,Research & Development,17.0,5,Life Sciences,1,Female,4,2,Sales Representative,4,Divorced,8211,0,No,16,3,2,26,0,3,12,8,2,8,0
32,No,Travel_Rarely,Sales,1.0,5,Life Sciences,2,Female,2,3,Sales Representative,2,Divorced,8849,3,No,18,3,2,10,6,4,5,4,4,5,0
49,No,Non-Travel,Sales,6.0,4,Other,3,Male,3,3,Laboratory Technician,2,Single,8986,7,No,12,3,2,25,5,1,14,6,0,8,0
57,Yes,Travel_Rarely,Sales,6.0,2,Life Sciences,4,Female,4,2,Sales Executive,2,Married,5678,4,No,18,3,1,34,4,2,11,2,1,1,1
33,No,Non-Travel,Sales,17.0,2,Medical,4,Female,3,3,Healthcare Representative,1,Married,7123,5,No,25,3,1,10,3,4,6,4,6,6,0
32,No,Travel_Rarely,Research & Development,1.0,4,Medical,3,Female,4,4,Manufacturing Director,4,Divorced,13947,3,No,18,3,4,13,1,4,0,0,0,0,0
50,No,Travel_Rarely,Sales,2.0,4,Life Sciences,4,Male,3,2,Research Scientist,2,Single,8642,4,No,14,3,3,31,3,1,4,3,2,1,0
51,No,Non-Travel,Research & Development,4.0,3,Medical,1,Male,2,3,Research Director,4,Single,8336,9,No,17,3,3,26,4,4,19,6,6,8,0
32,Yes,Travel_Rarely,Research & Development,18.0,2,Marketing,4,Male,3,2,Sales Representative,3,Divorced,2000,7,Yes,25,4,3,10,6,3,9,4,5,4,1
33,Yes,Non-Travel,Research & Development,25.0,5,Technical Degree,3,Male,3,3,Human Resources,3,Single,7784,8,Yes,23,3,3,13,5,2,2,1,1,2,1
34,No,Travel_Rarely,Research & Development,29.0,4,Medical,2,Male,2,2,Research Scientist,2,Divorced,5274,2,No,17,3,1,14,2,3,1,1,1,1,0
24,No,Non-Travel,Research & Development,28.0,5,Medical,2,Male,4,3,Laboratory Technician,2,Married,6700,9,Yes,25,3,1,0,6,1,0,0,0,0,0
28,No,Travel_Rarely,Research & Development,1.0,5,Life Sciences,3,Male,3,4,Human Resources,2,Single,12034,3,No,11,3,2,5,3,4,5,2,5,0,0
27,No,Travel_Rarely,Sales,1.0,2,Other,4,Female,1,2,Human Resources,2,Divorced,5951,0,No,24,3,4,5,1,2,5,5,1,4,0
29,No,Travel_Frequently,Research & Development,1.0,5,Life Sciences,4,Male,1,5,Laboratory Technician,4,Married,17668,4,No,23,3,4,6,5,1,0,0,0,0,0
36,No,Travel_Rarely,Research & Development,3.0,3,Marketing,2,Male,3,5,Research Director,4,Single,17414,3,No,24,3,3,11,1,3,7,6,7,6,0
39,No,Travel_Rarely,Human Resources,15.0,3,Life Sciences,4,Female,3,2,Laboratory Technician,1,Married,3539,5,No,11,3,2,15,2,4,9,9,5,5,0
51,No,Travel_Rarely,Research & Development,20.0,2,Other,2,Female,3,2,Manager,2,Divorced,6490,5,Yes,18,3,2,30,6,4,1,1,1,1,0
27,Yes,Travel_Rarely,Research & Development,1.0,3,Medical,3,Female,4,5,Human Resources,2,Married,19324,9,No,21,3,1,7,6,1,5,5,3,5,1
45,No,Non-Travel,Research & Development,8.0,4,Marketing,3,Female,2,5,Research Scientist,3,Single,18289,5,No,11,3,2,23,1,3,2,2,2,2,0
34,Yes,Travel_Rarely,Research & Development,22.0,2,Life Sciences,4,Male,1,1,Manager,2,Married,3741,2,No,13,3,4,10,4,4,2,0,2,2,1
36,No,Travel_Rarely,Research & Development,5.0,5,Medical,1,Female,1,1,Research Scientist,4,Single,4051,6,No,16,3,4,14,3,3,4,3,4,3,0
43,No,Travel_Rarely,Research & Development,1.0,4,Medical,1,Male,4,2,Healthcare Representative,4,Married,6598,2,Yes,18,3,2,20,1,2,6,6,6,3,0
26,No,Travel_Frequently,Research & Development,5.0,2,Marketing,2,Male,3,5,Sales Representative,4,Married,13700,5,Yes,25,3,1,7,3,4,6,0,4,6,0
40,No,Travel_Rarely,Research & Development,4.0,5,Life Sciences,3,Male,3,2,Manufacturing Director,3,Single,5412,9,Yes,15,3,4,15,0,2,10,5,1,4,0
38,Yes,Travel_Rarely,Research & Development,7.0,5,Other,2,Male,2,3,Manufacturing Director,2,Divorced,8234,0,No,15,3,1,16,3,4,9,1,3,9,1
41,No,Travel_Rarely,Research & Development,5.0,5,Technical Degree,3,Male,2,4,Sales Representative,2,Married,13977,7,No,14,3,1,18,2,1,0,0,0,0,0
39,No,Travel_Rarely,Research & Development,1.0,5,Life Sciences,2,Female,1,1,Healthcare Representative,3,Married,4237,6,No,24,3,4,21,4,4,10,7,6,5,0
59,No,Travel_Frequently,Sales,29.0,5,Marketing,2,Female,2,3,Laboratory Technician,4,Single,8224,8,No,14,3,1,40,5,4,6,6,2,6,0
31,No,Travel_Rarely,Research & Development,7.0,2,Medical,2,Male,1,2,Sales Executive,1,Single,5976,2,No,17,3,3,12,1,3,5,5,1,3,0
32,No,Travel_Rarely,Research & Development,5.0,3,Medical,4,Male,4,4,Manager,2,Divorced,10995,7,No,16,4,3,12,5,3,5,1,5,0,0
31,Yes,Travel_Rarely,Sales,27.0,5,Life Sciences,1,Female,3,2,Human Resources,4,Married,3839,1,Yes,18,3,3,10,4,2,1,1,1,1,1
31,No,Travel_Frequently,Research & Development,1.0,4,Medical,3,Female,3,3,Sales Representative,2,Single,6879,8,Yes,25,3,2,11,3,2,2,2,2,2,0
31,Yes,Travel_Rarely,Research & Development,1.0,2,Medical,2,Male,1,3,Manufacturing Director,1,Married,8691,0,No,21,4,4,13,1,2,2,1,2,2,1
47,No,Travel_Rarely,Research & Development,14.0,1,Medical,1,Female,3,2,Sales Executive,3,Married,7930,9,No,24,3,3,24,4,4,18,3,1,5,0
49,Yes,Travel_Rarely,Sales,2.0,3,Medical,2,Male,4,1,Manufacturing Director,4,Single,4999,6,No,16,3,1,24,2,4,17,1,3,1,1
31,No,Travel_Frequently,Sales,14.0,4,Medical,2,Male,2,2,Healthcare Representative,1,Single,6218,9,No,21,4,3,12,0,2,8,0,6,3,0
29,Yes,Travel_Rarely,Research & Development,2.0,5,Medical,3,Female,4,2,Sales Executive,2,Single,5867,0,No,20,3,1,10,6,1,5,5,3,0,1
41,Yes,Travel_Rarely,Sales,1.0,2,Life Sciences,4,Male,3,4,Laboratory Technician,3,Married,12481,5,Yes,17,4,4,17,0,1,1,1,1,1,1
31,Yes,Travel_Rarely,Research & Development,6.0,2,Technical Degree,2,Male,4,4,Manufacturing Director,3,Married,12556,0,Yes,20,3,3,9,2,4,2,2,2,1,1
42,Yes,Travel_Rarely,Research & Development,1.0,5,Medical,3,Female,3,3,Manager,3,Married,5457,3,No,24,4,4,17,5,1,5,2,0,3,1
38,No,Non-Travel,Research & Development,12.0,4,Life Sciences,4,Female,1,3,Laboratory Technician,2,Divorced,8493,6,No,20,3,3,17,0,1,14,7,1,3,0
23,Yes,Travel_Rarely,Research & Development,9.0,2,Life Sciences,4,Male,2,3,Laboratory Technician,3,Married,5906,1,Yes,15,3,1,2,2,2,1,1,1,1,1
50,No,Non-Travel,Sales,23.0,3,Medical,1,Male,2,4,Human Resources,3,Married,14635,2,Yes,16,4,1,28,3,1,2,0,2,2,0
53,No,Travel_Rarely,Research & Development,13.0,4,Technical Degree,1,Male,3,2,Healthcare Representative,1,Married,6563,3,Yes,11,3,2,28,5,1,10,8,7,2,0
31,Yes,Travel_Rarely,Research & Development,1.0,5,Life Sciences,2,Female,3,2,Sales Executive,1,Single,5577,5,No,13,3,2,13,5,4,7,4,4,6,1
33,No,Travel_Rarely,Sales,14.0,4,Marketing,1,Male,2,2,Sales Executive,4,Married,3653,8,No,22,3,2,12,6,4,8,2,7,7,0
39,No,Non-Travel,Research & Development,9.0,4,Life Sciences,3,Male,4,3,Manufacturing Director,4,Divorced,9820,3,Yes,18,3,3,20,2,4,17,5,0,6,0
39,No,Travel_Rarely,Research & Development,9.0,1,Medical,3,Female,4,2,Sales Executive,3,Married,6932,5,Yes,13,3,4,21,0,1,16,7,5,7,0
42,Yes,Travel_Frequently,Research & Development,16.0,5,Other,1,Male,4,2,Manufacturing Director,4,Divorced,6928,6,Yes,24,3,3,22,6,2,18,1,3,8,1
55,No,Travel_Rarely,Sales,7.0,3,Marketing,3,Male,2,1,Manager,3,Married,3924,3,No,11,3,1,30,6,3,18,2,3,0,0
35,Yes,Travel_Rarely,Sales,5.0,5,Life Sciences,3,Male,1,3,Sales Representative,2,Single,7271,5,Yes,13,3,4,15,3,4,15,6,6,9,1
29,Yes,Travel_Frequently,Research & Development,9.0,1,Medical,2,Female,3,2,Manager,3,Divorced,5648,2,No,22,3,1,11,5,4,7,1,4,5,1
24,Yes,Non-Travel,Sales,3.0,5,Life Sciences,2,Male,3,2,Manufacturing Director,4,Married,4066,4,Yes,14,4,2,5,2,4,4,4,2,3,1
30,Yes,Travel_Rarely,Research & Development,1.0,5,Life Sciences,3,Male,2,2,Research Scientist,4,Divorced,5501,9,Yes,18,3,1,6,2,2,0,0,0,0,1
36,No,Travel_Rarely,Sales,8.0,3,Marketing,1,Female,1,2,Manufacturing Director,3,Married,3186,3,No,19,3,3,16,6,3,3,3,0,1,0
53,No,Travel_Rarely,Research & Development,2.0,1,Marketing,3,Male,2,3,Healthcare Representative,1,Divorced,8814,6,No,14,4,1,30,5,3,6,2,6,6,0
32,No,Travel_Rarely,Research & Development,1.0,5,Life Sciences,4,Male,4,2,Manufacturing Director,3,Single,7696,5,Yes,23,3,1,13,5,4,4,1,3,3,0
38,No,Travel_Rarely,Sales,1.0,5,Technical Degree,4,Male,4,2,Research Scientist,3,Married,6307,6,No,22,3,1,16,3,1,15,9,7,0,0
36,No,Travel_Rarely,Research & Development,8.0,2,Medical,4,Male,3,3,Laboratory Technician,1,Married,8400,5,No,17,3,4,15,5,4,5,5,5,5,0
47,No,Travel_Rarely,Research & Development,4.0,5,Life Sciences,2,Male,3,2,Research Scientist,2,Married,8722,1,No,11,3,1,23,1,4,13,8,1,0,0
59,No,Travel_Rarely,Research & Development,12.0,3,Medical,1,Male,3,2,Healthcare Representative,1,Married,4496,6,No,19,3,1,35,0,1,19,8,3,8,0
32,No,Non-Travel,Human Resources,4.0,2,Medical,3,Male,3,4,Manager,4,Married,11141,7,No,21,4,2,14,5,1,1,1,1,1,0
32,No,Travel_Rarely,Research & Development,5.0,1,Medical,1,Male,4,2,Manufacturing Director,1,Married,4898,6,No,22,3,2,11,1,4,8,2,3,2,0
46,No,Travel_Rarely,Research & Development,4.0,4,Medical,1,Female,4,2,Laboratory Technician,4,Married,7450,3,Yes,14,4,3,24,3,2,17,0,6,0,0
43,No,Non-Travel,Research & Development,9.0,3,Medical,1,Female,1,1,Sales Representative,4,Divorced,5390,3,No,24,4,2,23,3,2,17,8,1,5,0
53,No,Travel_Rarely,Research & Development,3.0,1,Life Sciences,4,Female,3,3,Human Resources,3,Married,8280,4,No,24,3,1,29,4,1,12,6,4,5,0
42,No,Travel_Rarely,Research & Development,29.0,2,Marketing,3,Female,2,3,Manager,3,Married,9717,8,Yes,19,3,2,19,4,4,17,1,1,6,0
33,Yes,Travel_Rarely,Sales,24.0,4,Medical,2,Male,1,3,Manager,2,Single,7636,4,Yes,24,3,4,14,3,2,0,0,0,0,1
42,No,Travel_Rarely,Human Resources,16.0,1,Life Sciences,1,Female,1,3,Human Resources,4,Married,9813,1,Yes,13,3,3,17,4,4,12,8,5,9,0
46,No,Travel_Frequently,Research & Development,22.0,3,Marketing,1,Male,4,2,Manufacturing Director,3,Married,5020,4,No,25,3,2,22,2,4,11,7,7,3,0
44,No,Travel_Rarely,Research & Development,5.0,2,Other,4,Female,3,2,Healthcare Representative,4,Married,5952,2,No,21,4,3,20,1,4,2,2,2,2,0
41,Yes,Travel_Rarely,Research & Development,6.0,3,Other,4,Female,1,4,Healthcare Representative,2,Divorced,12171,9,No,23,3,3,22,3,2,6,5,6,2,1
46,No,Travel_Rarely,Research & Development,12.0,3,Life Sciences,3,Female,3,5,Healthcare Representative,3,Divorced,19187,7,Yes,25,3,3,24,2,3,0,0,0,0,0
47,No,Non-Travel,Sales,10.0,2,Life Sciences,2,Female,4,2,Research Director,2,Married,6192,9,No,15,3,4,29,0,4,4,4,4,4,0
49,Yes,Travel_Rarely,Research & Development,19.0,5,Medical,2,Male,1,3,Laboratory Technician,2,Single,8949,9,No,11,3,1,25,0,2,0,0,0,0,1
42,No,Travel_Rarely,Research & Development,11.0,3,Life Sciences,4,Male,1,2,Research Scientist,2,Single,6548,1,No,21,3,4,18,4,3,3,0,2,3,0
35,Yes,Travel_Rarely,Sales,29.0,2,Other,3,Male,2,1,Research Director,3,Single,4274,3,No,13,4,3,14,4,1,9,1,7,4,1
38,No,Travel_Rarely,Research & Development,3.0,3,Life Sciences,1,Male,4,2,Human Resources,1,Single,6604,4,No,15,3,2,13,2,2,0,0,0,0,0
47,Yes,Travel_Rarely,Research & Development,16.0,5,Life Sciences,3,Male,2,2,Sales Executive,1,Single,6673,3,No,25,3,2,24,0,3,12,7,6,6,1
29,Yes,Travel_Rarely,Research & Development,10.0,2,Life Sciences,2,Female,4,3,Manufacturing Director,3,Married,7218,4,No,16,3,4,9,5,2,0,0,0,0,1
40,No,Travel_Rarely,Sales,10.0,1,Life Sciences,4,Female,2,3,Research Director,4,Married,8340,9,No,23,3,2,22,3,3,11,3,6,3,0
33,No,Travel_Rarely,Sales,3.0,1,Marketing,1,Male,4,2,Healthcare Representative,3,Married,5170,3,No,18,3,3,8,5,3,6,1,3,6,0
37,No,Travel_Rarely,Research & Development,13.0,1,Medical,1,Female,4,1,Laboratory Technician,4,Divorced,3919,2,No,11,3,3,14,1,2,6,6,3,4,0
48,No,Travel_Rarely,Human Resources,20.0,4,Life Sciences,2,Female,1,4,Manager,4,Single,12823,0,Yes,25,3,1,25,6,1,18,0,7,9,0
38,No,Travel_Frequently,Research & Development,2.0,3,Life Sciences,1,Female,2,2,Human Resources,3,Divorced,5803,3,No,13,3,3,16,4,4,2,2,1,2,0
37,No,Travel_Rarely,Research & Development,8.0,3,Medical,3,Female,2,3,Human Resources,1,Divorced,6139,8,Yes,11,3,2,12,2,3,1,1,1,1,0
24,No,Travel_Rarely,Research & Development,4.0,2,Life Sciences,2,Male,2,2,Laboratory Technician,4,Married,5460,0,No,15,3,1,2,5,4,1,1,1,1,0
43,Yes,Travel_Rarely,Research & Development,29.0,4,Medical,2,Female,1,3,Manufacturing Director,3,Single,9137,6,No,18,3,2,24,4,1,3,3,3,3,1
42,No,Travel_Rarely,Research & Development,5.0,3,Medical,1,Female,3,2,Laboratory Technician,3,Single,7462,2,Yes,14,3,4,22,2,4,2,1,0,2,0
56,No,Travel_Rarely,Research & Development,2.0,2,Medical,2,Male,4,1,Sales Representative,4,Divorced,5540,7,Yes,23,3,1,38,0,4,11,9,1,3,0
34,No,Travel_Frequently,Research & Development,4.0,5,Other,4,Male,2,2,Research Scientist,2,Divorced,3613,5,No,21,3,3,15,4,2,6,4,4,6,0
38,No,Travel_Rarely,Research & Development,9.0,3,Technical Degree,3,Female,4,2,Sales Executive,2,Single,5189,0,No,19,3,1,14,6,2,11,1,3,3,0
39,No,Non-Travel,Research & Development,1.0,3,Other,2,Male,1,2,Research Director,2,Married,5780,9,No,16,4,3,19,5,1,11,9,1,1,0
51,No,Non-Travel,Sales,8.0,5,Life Sciences,4,Female,4,3,Human Resources,2,Divorced,10291,4,No,16,4,3,30,2,2,16,6,1,4,0
36,No,Travel_Rarely,Research & Development,24.0,5,Life Sciences,1,Female,1,2,Sales Representative,4,Married,3215,7,No,21,3,2,15,2,3,5,5,1,2,0
39,Yes,Travel_Frequently,Research & Development,17.0,3,Life Sciences,2,Male,3,1,Manager,1,Divorced,4149,2,No,15,3,3,20,5,1,14,2,3,3,1
42,No,Travel_Rarely,Research & Development,1.0,5,Technical Degree,4,Male,2,3,Manager,3,Divorced,9536,3,No,23,4,3,24,6,2,1,0,1,1,0
38,Yes,Travel_Rarely,Research & Development,29.0,2,Other,1,Female,1,3,Human Resources,3,Married,7646,6,Yes,20,4,3,18,4,2,7,3,7,6,1
